return_id,order_line_id,return_initiated_date_key,return_received_date_key,reported_reason_code,item_condition_on_receipt,quantity_returned,refund_amount,refund_method
R00000366,OL000000914,20250501,20250510,R003,resellable,1,146.31,original_payment
R00000367,OL000000915,20250801,20250807,R002,resellable,1,252.28,original_payment
R00000368,OL000000916,20260527,20260529,R003,write_off,1,1174.23,original_payment
R00000369,OL000000918,20260520,20260523,R003,resellable,1,296.77,original_payment
R00000370,OL000000920,20251214,20251216,R002,write_off,1,97.31,wallet_credit
R00000371,OL000000927,20250326,20250402,R003,write_off,1,232.67,original_payment
R00000372,OL000000928,20260302,20260306,R003,write_off,1,176.55,manual_refund
R00000373,OL000000931,20250704,20250712,R001,resellable,1,264.67,original_payment
R00000374,OL000000932,20250505,20250512,R002,refurbishable,1,363.48,manual_refund
R00000375,OL000000934,20250308,20250314,R002,resellable,1,52.0,original_payment
R00000376,OL000000936,20250718,20250726,R005,resellable,1,166.44,original_payment
R00000377,OL000000937,20260507,20260513,R003,refurbishable,1,93.45,original_payment
R00000378,OL000000938,20260308,20260317,R001,resellable,1,143.54,original_payment
R00000379,OL000000945,20251204,20251208,R001,resellable,1,24.07,original_payment
R00000380,OL000000948,20251214,20251222,R004,resellable,1,26.09,wallet_credit
R00000381,OL000000949,20260223,20260225,R004,write_off,1,84.9,manual_refund
R00000382,OL000000951,20251221,20251228,R002,resellable,1,73.47,original_payment
R00000383,OL000000952,20260106,20260113,R005,write_off,2,266.16,wallet_credit
R00000384,OL000000953,20251031,20251105,R003,resellable,1,76.27,original_payment
R00000385,OL000000960,20260226,20260302,R005,write_off,2,443.5,manual_refund
R00000386,OL000000961,20250930,20251002,R005, write_off ,2,490.8,original_payment
R00000387,OL000000966,20250825,20250903,R002,refurbishable,1,179.99,original_payment
R00000388,OL000000973,20260619,20260628,R004,resellable,1,100.07,manual_refund
R00000389,OL000000974,20250511,20250514,R001,resellable,2,314.64,manual_refund
R00000390,OL000000975,20251117,20251125,R001,resellable,1,147.78,wallet_credit
R00000391,OL000000976,20251201,20251204,R003,resellable,1,134.12,original_payment
R00000392,OL000000979,20250115,20250123,R003,refurbishable,1,92.83,wallet_credit
R00000393,OL000000980,20260603,20260605,R006,resellable,2,379.9,original_payment
R00000394,OL000000981,20260702,20260709,,resellable,1,706.26,original_payment
R00000395,OL000000982,20251221,20251227,R006,resellable,1,314.89,original_payment
R00000396,OL000000985,20260123,20260131,R002,resellable,1,39.12,original_payment
R00000397,OL000000986,20260102,20260107,R010,resellable,1,155.86,original_payment
R00000398,OL000000989,20260326,20260403,R002,resellable,2,124.56,wallet_credit
R00000399,OL000000990,20260330,20260404,R003,resellable,1,520.73,original_payment
R00000400,OL000000991,20260317,20260322,R003,resellable,1,555.84,original_payment
R00000401,OL000000998,20250828,20250830,R003,resellable,1,95.49,wallet_credit
R00000402,OL000000999,20250714,20250722,R008,write_off,1,321.02,original_payment
R00000403,OL000001005,20251028,20251104,R003,resellable,1,58.05,original_payment
R00000404,OL000001008,20251024,20251026,R005,write_off,1,56.91,original_payment
R00000405,OL000001011,20260412,20260420,R003,resellable,2,1518.24,original_payment
R00000406,OL000001013,20260201,20260204,R002,refurbishable,1,77.3,manual_refund
R00000407,OL000001018,20250310,20250313,R002,refurbishable,1,61.04,original_payment
R00000408,OL000001020,20250127,20250130,R002,write_off,1,733.27,wallet_credit
R00000409,OL000001021,20260411,20260417,R003,resellable,1,25.28,original_payment
R00000410,OL000001025,20260703,20260710,R002,resellable,1,60.28,original_payment
R00000411,OL000001034,20250315,20250319,R009,write_off,1,133.19,original_payment
R00000412,OL000001035,20250209,20250211,R004,write_off,1,37.66,manual_refund
R00000413,OL000001040,20260514,20260518,R006,refurbishable,2,599.54,original_payment
R00000414,OL000001042,20260127,20260129,R004,resellable,1,144.34,wallet_credit
R00000415,OL000001044,20250128,20250203,R002,resellable,1,74.05,original_payment
R00000416,OL000001045,20250531,20250602,R007,resellable,1,80.14,original_payment
R00000417,OL000001047,20251008,20251014,R003,resellable,1,58.85,wallet_credit
R00000418,OL000001058,20250726,20250804,R003, resellable ,1,93.24,original_payment
R00000419,OL000001061,20260603,20260611,R010,resellable,1,784.05,original_payment
R00000420,OL000001062,20250708,20250717,R002,resellable,1,92.09,original_payment
R00000421,OL000001064,20251119,20251127,R002,refurbishable,1,56.61,wallet_credit
R00000422,OL000001066,20260207,20260215,R001,resellable,1,73.75,original_payment
R00000423,OL000001072,20250728,20250806,R003,resellable,1,81.9,manual_refund
R00000424,OL000001073,20250207,20250212,R003,resellable,1,130.74,wallet_credit
R00000425,OL000001074,20250125,20250131,R003,resellable,1,76.37,original_payment
R00000426,OL000001075,20250519,20250525,R002,resellable,1,79.2,original_payment
R00000427,OL000001077,20260623,20260630,R002,resellable,1,144.13,original_payment
R00000428,OL000001080,20250310,20250316,R003,resellable,1,449.94,original_payment
R00000429,OL000001081,20260707,20260711,R007,resellable,1,237.93,original_payment
R00000430,OL000001084,20260417,20260426,R002,resellable,1,293.69,original_payment
R00000431,OL000001085,20251007,20251009,R002,write_off,1,414.31,wallet_credit
R00000432,OL000001086,20260423,20260429,R002,refurbishable,1,167.87,original_payment
R00000433,OL000001087,20250826,20250830,R002,refurbishable,1,97.49,wallet_credit
R00000434,OL000001091,20260222,20260225,R001,write_off,1,62.81,original_payment
R00000435,OL000001092,20260609,20260618,R002,resellable,1,201.22,wallet_credit
R00000436,OL000001094,20250330,20250404,R004,resellable,1,152.96,original_payment
R00000437,OL000001096,20260512,20260518,R003,resellable,1,146.83,manual_refund
R00000438,OL000001097,20250629,20250702,R004,resellable,1,106.37,original_payment
R00000439,OL000001100,20250813,20250816,R006,resellable,1,270.42,original_payment
R00000440,OL000001106,20250608,20250614,R001,resellable,1,93.69,original_payment
R00000441,OL000001112,20250803,20250809,R001,refurbishable,1,39.97,wallet_credit
R00000442,OL000001113,20260505,20260510,R003,resellable,1,80.73,wallet_credit
R00000443,OL000001114,20250602,20250608,R010,write_off,1,207.82,original_payment
R00000444,OL000001116,20250202,20250209,R008,resellable,1,91.58,original_payment
R00000445,OL000001117,20251211,20251213,R001,refurbishable,2,208.48,original_payment
R00000446,OL000001118,20250829,20250904,R002,resellable,1,271.02,original_payment
R00000447,OL000001119,20260508,20260513,R003,resellable,1,129.99,original_payment
R00000448,OL000001123,20251020,20251029,R009,write_off,1,117.76,original_payment
R00000449,OL000001124,20260107,20260110,R009,refurbishable,1,253.07,wallet_credit
R00000450,OL000001125,20260506,20260511,R003,refurbishable,1,128.64,original_payment
R00000451,OL000001130,20250213,20250221,R010,resellable,1,43.39,original_payment
R00000452,OL000001135,20251113,20251115,R002,resellable,1,60.03,wallet_credit
R00000453,OL000001136,20251028,20251106,R004,write_off,1,72.72,original_payment
R00000454,OL000001137,20250614,20250620,R003,resellable,1,261.02,original_payment
R00000455,OL000001138,20251030,20251107,R002,resellable,1,59.36,original_payment
R00000456,OL000001140,20250626,20250628,R001,refurbishable,1,316.74,wallet_credit
R00000457,OL000001141,20250703,20250707,R003,resellable,1,49.31,original_payment
R00000458,OL000001143,20260226,20260307,R010,resellable,1,71.47,original_payment
R00000459,OL000001148,20251008,20251017,R003,refurbishable,1,50.49,original_payment
R00000460,OL000001149,20250703,20250711,R007,refurbishable,1,229.64,original_payment
R00000461,OL000001150,20260621,20260628,R001,resellable,1,338.76,original_payment
R00000462,OL000001152,20260108,20260111,R001,write_off,1,44.15,manual_refund
R00000463,OL000001156,20251130,20251208,R002,resellable,1,144.23,original_payment
R00000464,OL000001157,20250802,20250804,R003,resellable,1,254.71,original_payment
R00000465,OL000001158,20260604,20260606,R004,write_off,1,27.85,wallet_credit
R00000466,OL000001159,20251209,20251211,R009,resellable,1,67.91,original_payment
R00000467,OL000001161,20260323,20260330,R001,resellable,1,137.9,manual_refund
R00000468,OL000001166,20251021,20251023,R004,resellable,2,1120.88,original_payment
R00000469,OL000001168,20250902,20250905,R001,write_off,1,185.08,original_payment
R00000470,OL000001172,20250529,20250606,R008,refurbishable,1,398.46,original_payment
R00000471,OL000001174,20250920,20250928,R003,resellable,1,60.77,original_payment
R00000472,OL000001175,20250803,20250809,R001,resellable,1,73.28,wallet_credit
R00000473,OL000001176,20250521,20250530,R003,resellable,1,112.72,original_payment
R00000474,OL000001179,20251124,20251128,R002,refurbishable,1,426.48,original_payment
R00000475,OL000001180,20260629,20260702,R003,resellable,1,33.98,original_payment
R00000476,OL000001183,20251124,20251126,R006,resellable,1,102.69,original_payment
R00000477,OL000001185,20260111,20260114,R001,resellable,1,174.37,wallet_credit
R00000478,OL000001188,20250215,20250223,R002,write_off,1,91.1,original_payment
R00000479,OL000001189,20250929,20251001,R001,refurbishable,1,212.67,wallet_credit
R00000480,OL000001191,20260316,20260323,R003,write_off,1,133.35,original_payment
R00000481,OL000001193,20250131,20250202,R001,resellable,1,85.14,wallet_credit
R00000482,OL000001203,20251025,20251027,R001,refurbishable,1,141.85,original_payment
R00000483,OL000001208,20250629,20250707,R003,refurbishable,2,194.28,wallet_credit
R00000484,OL000001211,20260512,20260515,R002,resellable,1,77.37,manual_refund
R00000485,OL000001215,20250207,20250214,R004,resellable,1,124.37,original_payment
R00000486,OL000001216,20260202,20260205,R007,resellable,1,182.57,original_payment
R00000487,OL000001219,20260404,20260411,R003,write_off,2,120.64,original_payment
R00000488,OL000001221,20250209,20250217,R008,refurbishable,1,412.14,original_payment
R00000489,OL000001223,20251226,20251228,R003,resellable,1,223.57,original_payment
R00000490,OL000001232,20250417,20250419,R002,write_off,1,64.1,original_payment
R00000491,OL000001236,20250414,20250423,R003,resellable,1,105.78,original_payment
R00000492,OL000001239,20250319,20250323,R004,refurbishable,1,44.21,manual_refund
R00000493,OL000001241,20250725,20250801,R004,refurbishable,1,173.14,original_payment
R00000494,OL000001242,20260327,20260331,R001,resellable,1,153.1,original_payment
R00000495,OL000001243,20250919,20250927,R003,resellable,1,147.85,original_payment
R00000496,OL000001244,20250411,20250416,R004,resellable,1,179.0,original_payment
R00000497,OL000001246,20251128,20251205,R002,resellable,2,112.12,original_payment
R00000498,OL000001247,20251010,20251018,R003,resellable,1,96.22,wallet_credit
R00000499,OL000001249,20250504,20250512,R001,refurbishable,1,238.38,original_payment
R00000500,OL000001252,20260104,20260110,R004,resellable,1,47.33,original_payment
R00000501,OL000001255,20250510,20250512,R003, refurbishable ,1,31.05,original_payment
R00000502,OL000001258,20251020,20251026,R003,refurbishable,1,173.08,original_payment
R00000503,OL000001260,20260310,20260314,R008,resellable,1,257.03,original_payment
R00000504,OL000001262,20260423,20260428,R001,resellable,1,136.46,original_payment
R00000505,OL000001265,20260213,20260216,R001,resellable,1,104.32,original_payment
R00000506,OL000001270,20251212,20251215,R002,refurbishable,1,92.65,original_payment
R00000507,OL000001271,20260301,20260309,R008,refurbishable,1,54.41,original_payment
R00000508,OL000001272,20260524,20260601,R001,resellable,1,825.94,original_payment
R00000509,OL000001273,20251221,20251230,R002,resellable,1,76.65,original_payment
R00000510,OL000001274,20251226,20260103,R003,resellable,1,53.98,original_payment
R00000511,OL000001283,20250315,20250320,R002,resellable,1,101.3,original_payment
R00000512,OL000001285,20251008,20251013,R002,refurbishable,1,165.84,original_payment
R00000513,OL000001289,20250731,20250803,R002,refurbishable,1,73.27,original_payment
R00000514,OL000001292,20251207,20251213,R003,resellable,1,64.1,original_payment
R00000515,OL000001293,20260122,20260126,R002,resellable,1,341.63,original_payment
R00000516,OL000001300,20250403,20250407,R001,resellable,1,121.92,original_payment
R00000517,OL000001302,20260405,20260408,R002,resellable,1,194.55,wallet_credit
R00000518,OL000001303,20250512,20250521,R005,refurbishable,1,148.17,original_payment
R00000519,OL000001305,20260222,20260227,R006,refurbishable,1,176.91,original_payment
R00000520,OL000001306,20260312,20260320,R010,resellable,1,98.23,manual_refund
R00000521,OL000001307,20251106,20251109,R001,refurbishable,1,148.98,manual_refund
R00000522,OL000001310,20251230,20260108,R009,refurbishable,1,112.12,original_payment
R00000523,OL000001312,20250618,20250625,R001,resellable,1,414.2,original_payment
R00000524,OL000001316,20250507,20250512,R001,write_off,1,123.5,original_payment
R00000525,OL000001322,20250302,20250304,R004,write_off,1,119.97,original_payment
R00000526,OL000001323,20251207,20251211,R003,resellable,1,163.95,wallet_credit
R00000527,OL000001324,20250218,20250220,R005,write_off,2,813.36,original_payment
R00000528,OL000001325,20250413,20250422,R001,resellable,1,100.0,wallet_credit
R00000529,OL000001331,20250723,20250801,R004,write_off,1,89.04,original_payment
R00000530,OL000001332,20251022,20251025,R004,write_off,1,74.06,original_payment
R00000531,OL000001335,20260108,20260117,R006,resellable,1,103.72,wallet_credit
R00000532,OL000001336,20250820,20250824,R002,resellable,1,130.67,original_payment
R00000533,OL000001337,20250624,20250629,R002,refurbishable,1,100.36,original_payment
R00000534,OL000001338,20251108,20251113,R001,refurbishable,1,691.15,original_payment
R00000535,OL000001339,20250826,20250903,R009,write_off,1,41.47,original_payment
R00000536,OL000001340,20260318,20260322,R007,refurbishable,1,72.18,original_payment
R00000537,OL000001346,20260323,20260331,R003,resellable,1,269.48,original_payment
R00000538,OL000001350,20250913,20250917,R002,resellable,1,77.06,original_payment
R00000539,OL000001351,20260521,20260528,R008,resellable,1,74.97,original_payment
R00000540,OL000001357,20260403,20260408,R003,resellable,1,334.5,wallet_credit
R00000541,OL000001359,20250604,20250607,R010,resellable,1,74.58,original_payment
R00000542,OL000001362,20260218,20260225,R009,refurbishable,1,31.98,original_payment
R00000543,OL000001363,20260404,20260406,R001,resellable,1,58.85,original_payment
R00000544,OL000001365,20260227,20260304,R001,resellable,1,231.63,original_payment
R00000545,OL000001367,20260419,20260427,R003,resellable,1,124.55,original_payment
R00000546,OL000001368,20250924,20250926,R001,resellable,1,135.48,wallet_credit
R00000547,OL000001370,20250724,20250730,R001,resellable,1,152.13,wallet_credit
R00000548,OL000001371,20250612,20250617,R010,resellable,1,171.56,wallet_credit
R00000549,OL000001374,20250116,20250119,R002,resellable,1,115.89,original_payment
R00000550,OL000001381,20250930,20251003,R001,resellable,1,273.9,original_payment
R00000551,OL000001382,20260427,20260506,R001,write_off,1,57.89,wallet_credit
R00000552,OL000001383,20251006,20251015,R005,refurbishable,1,48.7,original_payment
